name,lat,lon,category
condo237,1.35707968895277,103.76116513308,condo
condo238,1.31350017106513,103.849977133757,condo
condo239,1.36506478537527,103.874235543221,condo
condo240,1.31384957032818,103.938098437733,condo
condo241,1.32164023627263,103.913193476299,condo
condo242,1.31330407235279,103.883168652332,condo
condo243,1.32943069562467,103.867357251861,condo
condo244,1.34266612648188,103.72016090709,condo
condo245,1.29317347613803,103.828577644837,condo
condo246,1.3115742491255,103.885828118166,condo
condo247,1.32582666764496,103.851857517192,condo
condo248,1.33917169739151,103.780127443358,condo
condo249,1.30047337304007,103.899912358551,condo
condo250,1.29434105060757,103.828440282424,condo
condo251,1.31431352471873,103.843752986119,condo
condo252,1.33143049540259,103.79500253329,condo
condo253,1.29054692058657,103.774606037683,condo
condo254,1.33960376137129,103.883626101948,condo
condo255,1.30809356579841,103.84213845629,condo
condo256,1.31337005210124,103.914756218153,condo
condo257,1.28225513828498,103.852615142196,condo
condo258,1.31255760997324,103.912955503031,condo
condo259,1.39202430708237,103.896214703952,condo
condo260,1.32733516756517,103.843323869087,condo
condo261,1.32496457628748,103.932948087606,condo
condo262,1.29667816988467,103.828064524297,condo
condo263,1.34861038548704,103.960563721864,condo
condo264,1.30607106358035,103.910174268952,condo
condo265,1.34962200959648,103.878601122941,condo
condo266,1.27342074069167,103.837938952301,condo
condo267,1.37305038178647,103.902039407109,condo
condo268,1.32526608685309,103.811987550207,condo
condo269,1.28004529331829,103.840358673254,condo
condo270,1.30096741677905,103.817531028185,condo
condo271,1.35104259761342,103.840822496926,condo
condo272,1.37539461653531,103.762846422961,condo
condo273,1.3564322659845,103.827926805238,condo
condo274,1.33635020452029,103.869069780066,condo
condo275,1.31627726515293,103.904948742515,condo
condo276,1.28492061604382,103.833785775152,condo
condo277,1.29111208915593,103.837821344301,condo
condo278,1.3875669161691,103.875968350817,condo
condo279,1.32189602855264,103.909352749897,condo
condo280,1.30263019519208,103.847335558738,condo
condo281,1.30545229899916,103.886355297419,condo
condo282,1.24651353240058,103.843064318949,condo
condo283,1.3068284323365,103.888972825423,condo
condo284,1.31345702010153,103.843482486581,condo
condo285,1.29473553604742,103.818989337771,condo
condo286,1.35530904178242,103.887857183262,condo
condo287,1.29662403708868,103.874304548932,condo
condo288,1.30612102972864,103.903911457935,condo
condo289,1.31422886617289,103.889105555372,condo
condo290,1.29676971721771,103.887997955295,condo
condo291,1.32820429821077,103.945275834429,condo
condo292,1.30861976742054,103.922549441249,condo
condo293,1.29593645811863,103.829849815157,condo
condo294,1.34157892837376,103.765804415239,condo
condo295,1.30971430274572,103.908496424321,condo
condo296,1.30649466682442,103.902559416694,condo
condo297,1.29221386678277,103.840829416295,condo
condo298,1.37618763070578,103.75665967456,condo
condo299,1.31743915158967,103.807379214161,condo
condo300,1.31141631082382,103.905338016729,condo
condo301,1.29661070295127,103.838583743882,condo
condo302,1.31184221477958,103.894784770422,condo
condo303,1.31092116730954,103.861530443441,condo
condo304,1.35300694648761,103.757787439927,condo
condo305,1.31609273339964,103.901682588357,condo
condo306,1.30747559245641,103.918109149044,condo
condo307,1.31670861764983,103.828357677349,condo
condo308,1.31318091815404,103.847805816417,condo
condo309,1.31606027614435,103.905221925833,condo
condo310,1.31604984125525,103.89022478259,condo
condo311,1.2947159593345,103.840051167364,condo
condo312,1.30981878209749,103.852299645522,condo
condo313,1.32494988058305,103.852604556459,condo
condo314,1.34560719747232,103.882695128109,condo
condo315,1.33126778578604,103.793996549226,condo
condo316,1.36497584742043,103.896809883055,condo
condo317,1.30641753986541,103.899438706866,condo
condo318,1.31148566390691,103.806545212436,condo
condo319,1.31503287559433,103.777257042068,condo
condo320,1.29254381129197,103.824798256849,condo
condo321,1.30691037082483,103.820682699525,condo
condo322,1.34623540384161,103.8796434622,condo
condo323,1.31752143815241,103.891475654733,condo
condo324,1.31288444198327,103.888327290325,condo
condo325,1.32522289753749,103.813021562629,condo
condo326,1.31300573513567,103.913361293242,condo
condo327,1.28186096037926,103.830562111061,condo
condo328,1.35774491626754,103.758749934018,condo
condo329,1.31128760423171,103.876285896427,condo
condo330,1.32987172823927,103.86781164675,condo
condo331,1.31601025404321,103.842350128566,condo
condo332,1.29254676613378,103.8216905172,condo
condo333,1.34720275740571,103.724501217493,condo
condo334,1.3228050883097,103.841988144064,condo
condo335,1.40412109704251,103.821216664817,condo
condo336,1.32901649945606,103.869623660041,condo
condo337,1.31257730599051,103.79835625246,condo
condo338,1.29916779999053,103.83342756799,condo
condo339,1.29825336861688,103.856349395857,condo
condo340,1.31455987673983,103.828545131098,condo
condo341,1.35942538111065,103.879986404947,condo
condo342,1.29962978981916,103.898114344383,condo
condo343,1.31804857228919,103.910666945522,condo
condo344,1.31353535987581,103.882362870576,condo
condo345,1.31333227997331,103.84985380736,condo
condo346,1.3136409737288,103.903696527312,condo
condo347,1.34917999877806,103.878657712313,condo
condo348,1.33094007818141,103.945272654285,condo
condo349,1.3141912983094,103.891500511011,condo
condo350,1.31346564994475,103.93142655093,condo
condo351,1.31619304558069,103.829003665038,condo
condo352,1.32322945510697,103.852929261304,condo
condo353,1.31374267236126,103.904359283897,condo
condo354,1.33067325977266,103.867454592316,condo
condo355,1.31325655317781,103.87893900947,condo
condo356,1.31431580944403,103.9036634713,condo
condo357,1.30972321585123,103.90970804035,condo
condo358,1.31132803943669,103.909777027174,condo
condo359,1.31400655260741,103.884015328938,condo
condo360,1.38377235597759,103.834969325119,condo
condo361,1.31532312585557,103.843055868846,condo
condo362,1.29670678283697,103.893004684126,condo
condo363,1.30995539026609,103.89532041072,condo
condo364,1.34412954924506,103.870326858057,condo
condo365,1.3227032275952,103.84135056861,condo
condo366,1.31251913196043,103.886828709603,condo
condo367,1.31369637031522,103.843607422065,condo
condo368,1.34523265795055,103.879382616118,condo
condo369,1.29475248854453,103.831355751391,condo
condo370,1.29787108350456,103.835056333202,condo
condo371,1.31834790391547,103.826065500218,condo
condo372,1.29199068816713,103.764733898781,condo
condo373,1.33578824239071,103.725593746553,condo
condo374,1.31483629325537,103.831578486871,condo
condo375,1.36681602451064,103.890899478682,condo
condo376,1.31617069438253,103.847420665237,condo
condo377,1.29565503085263,103.827070437349,condo
condo378,1.3608026678991,103.875018955207,condo
condo379,1.35812468915356,103.749065147205,condo
condo380,1.30786230935446,103.815968985211,condo
condo381,1.30713496275586,103.904957655411,condo
condo382,1.31005783724773,103.91548310029,condo
condo383,1.37073588285709,103.895120805047,condo
condo384,1.31105205303883,103.872811866498,condo
condo385,1.3382457147678,103.936210117248,condo
condo386,1.32070065096209,103.956921625801,condo
